textID,text
5567,UPS System Output Source
5568,The UPS system's output power source
5569,Off
5570,Normal
5571,Bypass
5572,Maintenance Bypass
5573,Main Controller Fault
5574,A Main Controller fault has been detected.
5575,System Breaker(s) Close Failure
5576,One or more breakers in the system failed to close
5577,Input Filter Cycle Lock
5578,The input filter disconnect is open due to exceeding the maximum number of cycles.
5579,Service Code Active
5580,Service code is running
5581,LBS Active
5582,The Load Bus Sync option is active
5583,LBS Inhibited
5584,The system has detected that conditions to perform Load Bus Sync are not satisfied
5585,Leading Power Factor
5586,The leading output Power Factor has fallen below a specified value
5587,Controls Reset Required
5588,A controls reset is required due to one or more critical settings changing
5589,Sales Order Line 1
5590,Customer Sales Order line 1
5591,Sales Order Line 2
5592,Customer Sales Order line 2
5593,Service Phone Number
5594,Authorized Service contact Phone Number
5595,Backfeed Breaker
5596,Backfeed breaker
5597,Open
5598,Close
5599,Not Installed
5600,SBS Load Disconnect
5601,SBS load disconnect
5602,Input Breaker (CB1)
5603,Input breaker (CB1)
5604,Trap Filter Disconnect
5605,Trap filter disconnect
5606,Output Breaker (CB2)
5607,Output breaker (CB2)
5608,Internal Bypass Breaker (CB3)
5609,Internal bypass breaker (CB3)
5610,Bypass Isolation Breaker (BIB)
5611,Bypass isolation breaker (BIB)
5612,Rectifier Isolation Breaker (RIB)
5613,Rectifier isolation breaker (RIB)
5614,Maintenance Bypass Breaker (MBB)
5615,Maintenance bypass breaker (MBB)
5616,Maintenance Isolation Breaker (MIB)
5617,Maintenance isolation breaker (MIB)
5618,Output Series Static Switch
5619,output series static switch
5620,Off
5621,On
5622,Not Installed
5623,Module Output Breaker (MOB)
5624,Module output breaker (MOB)
5625,PDU Percent Current Utilization
5626,The percent of PDU line-to-neutral electrical current utilization relative to the PDU's current rating.
5627,PDU Percent Current Utilization
5628,The percent of PDU line-to-line electrical current utilization relative to the PDU's current rating.
5629,PDU Percent L1 Current Utilization
5630,The percent of PDU line 1 electrical current utilization relative to the PDU's current rating.
5631,PDU Percent L2 Current Utilization
5632,The percent of PDU line 2 electrical current utilization relative to the PDU's current rating.
5633,PDU Percent L3 Current Utilization
5634,The percent of PDU line 3 electrical current utilization relative to the PDU's current rating.
5635,Branch Percent Current Utilization
5636,The percent of BRM line-to-neutral current utilization relative to the BRM's current rating.
5637,Branch Percent Current Utilization
5638,The percent of BRM line-to-line current utilization relative to the BRM's current rating.
5639,Receptacle Percent Current Utilization
5640,The percent of receptacle electrical current utilization relative to the receptacle's current rating.
5641,User Label for Input Contact 1
5642,User programmable string for external input contact 1
5643,User Label for Input Contact 2
5644,User programmable string for external input contact 2
5645,User Label for Input Contact 3
5646,User programmable string for external input contact 3
5647,User Label for Input Contact 4
5648,User programmable string for external input contact 4
5649,User Label for Input Contact 5
5650,User programmable string for external input contact 5
5651,User Label for Input Contact 6
5652,User programmable string for external input contact 6
5653,User Label for Input Contact 7
5654,User programmable string for external input contact 7
5655,User Label for Input Contact 8
5656,User programmable string for external input contact 8
5657,User Label for Input Contact 9
5658,User programmable string for external input contact 9
5659,User Label for Input Contact 10
5660,User programmable string for external input contact 10
5661,User Label for Input Contact 11
5662,User programmable string for external input contact 11
5663,User Label for Input Contact 12
5664,User programmable string for external input contact 12
5665,User Label for Input Contact 13
5666,User programmable string for external input contact 13
5667,User Label for Input Contact 14
5668,User programmable string for external input contact 14
5669,User Label for Input Contact 15
5670,User programmable string for external input contact 15
5671,User Label for Input Contact 16
5672,User programmable string for external input contact 16
5673,Multi-module System Output Voltage RMS A-B
5674,Multi-module system output RMS voltage between phases A and B
5675,Multi-module System Output Voltage RMS B-C
5676,Multi-module system output RMS voltage between phases B and C
5677,Multi-module System Output Voltage RMS C-A
5678,Multi-module system output RMS voltage between phases C and A
5679,Multi-module System Output Voltage RMS A-N
5680,Multi-module system output RMS voltage between phase B and Neutral
5681,Multi-module System Output Voltage RMS B-N
5682,Multi-module System Output Voltage RMS C-N
5683,Multi-module system output RMS voltage between phase C and Neutral
5684,Sum of MMS Output RMS Currents for Phase A
5685,The sum of the multi-module system output RMS currents for phase A
5686,Sum of MMS Output RMS Currents for Phase B
5687,The sum of the multi-module system output RMS currents for phase B
5688,Sum of MMS Output RMS Currents for Phase C
5689,The sum of the multi-module system output RMS currents for phase C
5690,MMS Output Frequency
5691,The multi-module system output frequency
5692,MMS Output Power
5693,The sum total power of all system output modules
5694,MMS Output Apparent Power
5695,The sum total apparent power of all system output modules
5696,MMS Output Power Factor Phase A
5697,The multi-module system output power factor for phase A
5698,MMS Output Power Factor Phase B
5699,The multi-module system output power factor for phase B
5700,MMS Output Power Factor Phase C
5701,The multi-module system output power factor for phase C
5702,MMS Output Pct Power Phase A
5703,The multi-module system output power on phase A as a percentage of the rated capacity
5704,MMS Output Pct Power Phase B
5705,The multi-module system output power on phase B as a percentage of the rated capacity
5706,MMS Output Pct Power Phase C
5707,The multi-module system output power on phase C as a percentage of the rated capacity
5708,MMS Output Pct Apparent Pwr (kVA) Phase A
5709,The multi-module system output apparent power on phase A as a percentage of the rated capacity
5710,MMS Output Pct Apparent Pwr (kVA) Phase B
5711,The multi-module system output apparent power on phase B as a percentage of the rated capacity
5712,MMS Output Pct Apparent Pwr (kVA) Phase C
5713,The multi-module system output apparent power on phase C as a percentage of the rated capacity
5714,Number of Redundant Modules
5715,The number of redundant modules in a multi-module collective.
5716,Parallel Comm Warning
5717,Parallel communication bus warning
5718,System Comm Fail
5719,Failure of a device on the multi-module system communication bus
5720,Loss of Redundancy
5721,The multi-module collection doesn't have enough modules to redundantly support the load
5722,BPSS Startup Inhibit
5723,The Bypass Static Switch startup is inhibited
5724,MMS Transfer Inhibit
5725,The critical load can not be manually transferred from inverter to bypass
5726,MMS Retransfer Inhibit
5727,The critical load can not be manually retransferred from bypass to inverter
5728,MMS Module Number
5729,MMS module number
5730,MMS Loss of Sync Pulse
5731,Multi-module system loss of sync pulse
5732,MMS Overload
5733,Multi-module system overload
5734,MMS SCC Monitoring Card Access URL
5735,URL for the monitoring card of the SCC in a multi-module system.
5736,Number of Modules in a MMS
5737,The number of modules in a multi-module system
5738,MMS On Battery
5739,The multi-module system is on battery
5740,MMS Low Battery Warning
5741,Multi-module system low battery warning
5742,Module Output Breaker for Module 1 (MOB1)
5743,Module output breaker for module 1 (MOB1)
5744,Module Output Breaker for Module 2 (MOB2)
5745,Module output breaker for module 2 (MOB2)
5746,Module Output Breaker for Module 3 (MOB3)
5747,Module output breaker for module 3 (MOB3)
5748,Module Output Breaker for Module 4 (MOB4)
5749,Module output breaker for module 4 (MOB4)
5750,Module Output Breaker for Module 5 (MOB5)
5751,Module output breaker for module 5 (MOB5)
5752,Module Output Breaker for Module 6 (MOB6)
5753,Module output breaker for module 6 (MOB6)
5754,Module Output Breaker for Module 7 (MOB7)
5755,Module output breaker for module 7 (MOB7)
5756,Module Output Breaker for Module 8 (MOB8)
5757,Module output breaker for module 8 (MOB8)
5758,Bypass Isolation Breaker for Module 1 (BIB1)
5759,Bypass isolation breaker for module 1 (BIB1)
5760,Bypass Isolation Breaker for Module 2 (BIB2)
5761,Bypass isolation breaker for module 2 (BIB2)
5762,Bypass Isolation Breaker for Module 3 (BIB3)
5763,Bypass isolation breaker for module 3 (BIB3)
5764,Bypass Isolation Breaker for Module 4 (BIB4)
5765,Bypass isolation breaker for module 4 (BIB4)
5766,Bypass Isolation Breaker for Module 5 (BIB5)
5767,Bypass isolation breaker for module 5 (BIB5)
5768,Bypass Isolation Breaker for Module 6 (BIB6)
5769,Bypass isolation breaker for module 6 (BIB6)
5770,Bypass Isolation Breaker for Module 7 (BIB7)
5771,Bypass isolation breaker for module 7 (BIB7)
5772,Bypass Isolation Breaker for Module 8 (BIB8)
5773,Bypass isolation breaker for module 8 (BIB8)
5774,System Output Breaker (UOB)
5775,System output breaker (UOB)
5776,System Load Bank Breaker (LBB)
5777,System load bank breaker (LBB)
5778,System Isolation Output Breaker (IOB)
5779,System isolation output breaker (IOB)
5780,SCC Event Summary
5781,Summary of any active user alarms or faults on the SCC
5782,None
5783,Alarm
5784,Fault
5785,MMS Inter-Module Comm Status
5786,Inter-module communication status of this module in a multi-module system
5787,Failed
5788,Normal
5789,MMS Event Summary
5790,Summary of any active user alarm or fault of this module in a multi-module system
5791,MMS Module Inverter Status
5792,Multi-module inverter status of this module (on/off)
5793,MMS Module Output Voltage Status
5794,Output voltage status of this module in multi-module system
5795,MMS Module Output Source
5796,Module output source in a multi-module system (normal/bypass/maintenance bypass/off)
5797,MMS Module Total kW Output
5798,Total kW output of this module in a multi-module system
5799,MMS Module Total kVA Output
5800,Total kVA output of this module in a multi-module system
5801,MMS Module DC Bus Voltage
5802,DC bus voltage of this module in a multi-module system
5803,MMS Module Battery Current
5804,Battery current of this module in a multi-module system
5805,MMS Module Battery Time Remaining
5806,Battery time remaining for this module in a multi-module system
5807,MMS Module URL Address
5808,URL for the monitoring card of this module in a multi-module system.
5809,bar
5810,Dew Point Temperature
5811,Dew point temperature, using the highest reading from all sensors.
5812,Calculated Next Maintenance Month
5813,Calculated month of the next scheduled maintenance. Used in conjunction with [Calculated Next Maintenance Year].
5814,Calculated Next Maintenance Year
5815,Calculated year of the next scheduled maintenance. Used in conjunction with [Calculated Next Maintenance Month].
5816,Maintenance Ramp
5817,The ratio of operations performed to the calculated operations available between maintenance intervals.
5818,UPS Battery Status
5819,UPS battery status
5820,Unknown
5821,Normal
5822,Low
5823,Depleted
5824,UPS Output Source
5825,UPS output source
5826,Other
5827,Off
5828,Normal
5829,Bypass
5830,Battery
5831,Booster
5832,Reducer
5833,MMS UPS Battery Status
5834,Multi-module UPS battery status
5835,MMS UPS Output Source
5836,Multi-module UPS output source
5837,Customer's Name
5838,The name of the customer the device belongs to.
5839,Customer's Street Address
5840,The street address where the customer is located.
5841,Customer's City
5842,The city where the customer is located.
5843,Customer's State
5844,The state where the customer is located.
5845,Customer's ZIP Code
5846,The ZIP code where the customer is located.
5847,Customer's Contact Person
5848,The contact person for the customer.
5849,Customer's Phone Number
5850,The phone number of the customer's contact person.
5851,Customer's Phone Extension
5852,The phone number extension of the customer's contact person, if applicable.
5853,Customer's Cell Phone Number
5854,The cell phone number of the customer's contact person.
5855,Customer's FAX Number
5856,The FAX number of the customer's contact person.
5857,Customer's E-mail Address
5858,The e-mail address of the customer's contact person.
5859,Location Name
5860,Name of the site where the unit is located.
5861,Location Street Address
5862,Street address where the unit resides.
5863,Location City
5864,City where the unit resides.
5865,Location State
5866,State where the unit resides.
5867,Location ZIP Code
5868,ZIP code where the unit resides.
5869,Location Contact Person
5870,Contact person at the location where the unit resides.
5871,Location Phone Number
5872,Phone number of contact person at the location where the unit resides.
5873,Location Phone Extension
5874,Phone extension of the contact person at the location where the unit resides.
5875,Location Cell Phone Number
5876,Cell phone number of the contact person at the location where the unit resides.
5877,Location FAX Number
5878,FAX number of the contact person at the location where the unit resides.
5879,Location E-mail Address
5880,E-mail address of the contact person at the location where the unit resides.
5881,Battery Name
5882,A name string providing a meaningful reference to the battery.
5883,Battery Rating
5884,Total rating of all parallel strings in the battery.
5885,String Ambient Temperature
5886,Ambient temperature reading(s) for the battery string.
5887,String Overall Voltage
5888,Overall voltage of a battery string.
5889,String Current
5890,Discharge(-) or charge(+) current of a battery string.
5891,Float Current
5892,The current drawn by a battery string that is being float charged.
5893,Ripple Current
5894,Ripple current on a string.
5895,Total Active Alarms on a Battery String
5896,The number of active alarms (maintenance or critical) on a battery string.
5897,Battery String Alarm Reset
5898,Initiates a reset/clear of all latched alarms on a battery string.
5899,Low Ambient Temperature
5900,The system has detected a low ambient temperature condition.
5901,High Ambient Temperature
5902,The system has detected a high ambient temperature condition.
5903,Low Overall Voltage
5904,The system has detected a low battery string overall voltage condition.
5905,High Overall Voltage
5906,The system has detected a high battery string overall voltage condition.
5907,High Battery String Current
5908,The system has detected a high battery string current condition.
5909,Low Battery String Float Current
5910,The system has detected a low battery string float current condition.
5911,High Battery String Float Current
5912,The system has detected a high battery string float current condition.
5913,High Battery String Ripple Current
5914,The system has detected a high battery string ripple current condition.
5915,Battery String Discharge Detected
5916,The system has detected a battery string discharge condition.
5917,Maximum Discharge Time Exceeded
5918,The system has detected an excessive discharge time condition.
5919,Discharge Low Overall Voltage
5920,The system has detected a low battery string overall voltage condition during a discharge.
5921,Discharge Low Cell Voltage
5922,The system has detected a low cell voltage condition during a discharge.
5923,Discharge High Battery String Current
5924,The system has detected a high battery string current condition during a discharge.
5925,Excessive Cell to Cell Temperature Deviation
5926,The system has detected an excessive cell to cell temperature deviation condition.
5927,Excessive Cell to Ambient Temperature Deviation
5928,The system has detected an excessive cell to ambient temperature deviation condition.
5929,Low Ambient Temperature Global Threshold
5930,If the battery string ambient temperature is below this global threshold a low ambient temperature event is triggered.
5931,High Ambient Temperature Global Threshold
5932,If the battery string ambient temperature is above this global threshold a high ambient temperature event is triggered
5933,Battery String Overall Voltage Low Threshold
5934,If the battery string overall voltage is below this value a low overall voltage event is triggered
5935,Battery String Overall Voltage High Threshold
5936,If the battery string overall voltage is above this value a high overall voltage event is triggered.
5937,Battery String Current High Threshold
5938,If the battery string current is above this value a high string current event is triggered.
5939,Battery String Float Current Low Threshold
5940,If the battery string float current is below this value a low float current event is triggered.
5941,Battery String Float Current High Threshold
5942,If the battery string float current is above this value a high float current event is triggered.
5943,Battery String Ripple Current High Threshold
5944,If the battery string ripple current is above this value a high ripple current event is triggered.
5945,Cell Voltage Low Global Threshold
5946,If the cell voltage is below this global threshold a low cell voltage event is triggered.
5947,Cell Voltage High Global Threshold
5948,If the cell voltage is above this global threshold a high cell voltage event is triggered.
5949,Cell Temperature Low Global Threshold
5950,If the cell temperature is below this global threshold a low cell temperature event is triggered.
5951,Cell Temperature High Global Threshold
5952,If the cell temperature is above this global threshold a high cell temperature event is triggered.
5953,Internal Resistance Low Global Threshold
5954,If the internal cell resistance is below this global threshold a low internal cell resistance event is triggered.
5955,Internal Resistance High Global Threshold
5956,If the internal cell resistance is above this global threshold a high internal cell resistance event is triggered.
5957,Intercell Resistance High Global Threshold
5958,If the intercell resistance is above this global threshold a high intercell resistance event is triggered.
5959,Intertier Resistance High Global Threshold
5960,If the intertier resistance is above this global threshold a high intertier resistance event is triggered.
5961,Cell to Cell Temperature Deviation Threshold
5962,If the cell to cell temperature difference is above this value an excessive cell to cell temperature deviation event is triggered.
5963,Cell to Ambient Temperature Deviation Threshold
5964,If the cell to ambient temperature difference is above this value an excessive cell to ambient temperature deviation event is triggered
5965,Battery String Name
5966,A name to uniquely identify the battery string.
5967,Installation Date
5968,Installation date of battery string
5969,Cell/Monobloc Model Number
5970,Model Number of the Cell/Monobloc
5971,Cell/Monobloc Manufacturer
5972,Manufacturer of the Cell/Monobloc.
5973,Cell/Monobloc Rating
5974,Name plate capacity rating of the Cell/Monobloc.
5975,Discharge State
5976,Current discharge state of battery string.
5977,Not In Progress
5978,In Progress
5979,Battery String Time-To-Go
5980,Time remaining (time-to-go) of battery string during a discharge.
5981,Amp-Hours Remaining in Battery String
5982,Capacity (Amp-Hours) remaining in battery string.
5983,Battery String Discharge Time
5984,Total time the battery string is in discharge.
5985,Discharge Low Cell Voltage Threshold
5986,If the cell voltage is below this value during a discharge a low cell voltage during discharge event is triggered.
5987,Discharge Low Overall Voltage Threshold
5988,If the battery string overall voltage is below this value during a discharge a low battery string overall voltage during discharge event is triggered.
5989,Discharge Battery String Current High Threshold
5990,If the battery string current is above this value during a discharge a high battery string current during discharge event is triggered.
5991,Discharge Maximum Time
5992,If the battery string is in discharge for a time greater than this value an excessive discharge time event is triggered.
5993,Startup Engineer's Name
5994,The name of the engineer responsible for startup of the battery monitoring system.
5995,Startup Company's Name
5996,The name of the company responsible for startup of the battery monitoring system.
5997,Startup Company's Street Address
5998,The street address of the company responsible for startup.
5999,Startup Company's City
6000,The city where the company responsible for startup of the battery monitoring system is located.
6001,Startup Company's State
6002,The state where the company responsible for startup of the battery monitoring system is located.
6003,Startup Company's ZIP Code
6004,The ZIP code of the company responsible for startup of the battery monitoring system.
6005,Startup Engineer's Phone Number
6006,Telephone number of the engineer responsible for startup of the battery monitoring system.
6007,Startup Engineer's E-mail Address
6008,E-mail address of the engineer responsible for startup of the battery monitoring system.
6009,Startup Purchase Order
6010,Reference Purchase Order/Ticket Number for the battery monitoring system startup work.
6011,Startup Date
6012,Startup date of monitoring system for this battery string.
6013,Cell Voltage
6014,Voltage reading of a Cell within a BAM device.
6015,Cell Temperature
6016,Temperature reading of a Cell within a BAM device.
6017,Low Cell Voltage
6018,The system has detected a low cell voltage condition.
6019,High Cell Voltage
6020,The system has detected a high cell voltage condition.
6021,Low Cell Temperature
6022,The system has detected a low cell temperature condition.
6023,High Cell Temperature
6024,The system has detected a high cell temperature condition.
6025,Low Internal Resistance
6026,The system has detected a low internal resistance condition.
6027,High Internal Resistance
6028,The system has detected a high internal resistance condition.
6029,High Intercell Resistance
6030,The system has detected a high intercell resistance condition.
6031,Cell Voltage Low Threshold
6032,If the cell voltage is below this value a low cell voltage event is triggered
6033,Cell Voltage High Threshold
6034,If the cell voltage is above this value a high cell voltage event is triggered
6035,Cell Temperature Low Threshold
6036,If the cell temperature is below this value a low cell temperature event is triggered.
6037,Cell Temperature High Threshold
6038,If the cell temperature is above this value a high cell temperature event is triggered.
6039,Internal Resistance Low Threshold
6040,If the internal cell resistance is below this value a low internal cell resistance event is triggered.
6041,Internal Resistance High Threshold
6042,If the internal cell resistance is above this value a high internal cell resistance event is triggered.
6043,Intercell Resistance High Threshold
6044,If the intercell resistance is above this value a high intercell resistance event is triggered.
6045,Intertier Resistance High
6046,The system has detected a high intertier resistance condition.
6047,Intertier Resistance High Threshold
6048,If the intertier resistance is above this value a high intertier resistance event is triggered.
6049,Supply Chilled Water Loss of Flow
6050,Supply chilled water flow is too low.
6051,Supply Refrig Temp Set Point
6052,Desired supply refrigerant temperature.
6053,Supply Refrig Temp Band 1
6054,Value that is divided evenly to form an upper and lower threshold around [Supply Refrig Temp Set Point].
6055,Supply Refrig Over Temp Band 1
6056,[Supply Refrigerant Temperature] is above the upper threshold specified by [Supply Refrig Temp Band 1].
6057,Supply Refrig Over Temp Band 1 - Event Control
6058,Enable/disable the activation of the [Supply Refrig Over Temp Band 1] event. If set to 'disabled', the event will not be annunciated. This implies that the event will not be placed in any active event list or in any event history list.
6059,Supply Refrig Over Temp Band 1 - Event Type
6060,The event type for the [Supply Refrig Over Temp Band 1] event.
6061,Supply Refrig Under Temp Band 1
6062,[Supply Refrigerant Temperature] is below the lower threshold specified by [Supply Refrig Temp Band 1].
6063,Supply Refrig Under Temp Band 1 - Event Control
6064,Enable/disable the activation of the [Supply Refrig Under Temp Band 1] event. If set to 'disabled', the event will not be annunciated. This implies that the event will not be placed in any active event list or in any event history list.
6065,Supply Refrig Under Temp Band 1 - Event Type
6066,The event type for the [Supply Refrig Under Temp Band 1] event.
6067,Supply Refrig Temp Band 2
6068,Value that is divided evenly to form an upper and lower threshold around [Supply Refrig Temp Set Point].
6069,Supply Refrig Over Temp Band 2
6070,[Supply Refrigerant Temperature] is above the upper threshold specified by [Supply Refrig Temp Band 2].
6071,Supply Refrig Over Temp Band 2 - Event Control
6072,Enable/disable the activation of the [Supply Refrig Over Temp Band 2] event. If set to 'disabled', the event will not be annunciated. This implies that the event will not be placed in any active event list or in any event history list.
6073,Supply Refrig Over Temp Band 2 - Event Type
6074,The event type for the [Supply Refrig Over Temp Band 2] event.
6075,Supply Refrig Under Temp Band 2
6076,[Supply Refrigerant Temperature] is below the lower threshold specified by [Supply Refrig Temp Band 2].
6077,Supply Refrig Under Temp Band 2 - Event Control
6078,Enable/disable the activation of the [Supply Refrig Under Temp Band 2] event. If set to 'disabled', the event will not be annunciated. This implies that the event will not be placed in any active event list or in any event history list.
6079,Supply Refrig Under Temp Band 2 - Event Type
6080,The event type for the [Supply Refrig Under Temp Band 2] event.
6081,Inverter 1 Short Cycle
6082,Inverter for pump 1 has short cycled and is temporarily locked out from further operation to protect from thermal overload. A short cycle is defined as powering on and off a number of times over a set time period.
6083,Inverter 1 Short Cycle - Event Control
6084,Enable/disable the activation of the [Inverter 1 Short Cycle] event. If set to 'disabled', the event will not be annunciated. This implies that the event will not be placed in any active event list or in any event history list.
6085,Inverter 1 Short Cycle - Event Type
6086,The event type for the [Inverter 1 Short Cycle] event.
6087,Inverter 2 Short Cycle
6088,Inverter for pump 2 has short cycled and is temporarily locked out from further operation to protect from thermal overload. A short cycle is defined as powering on and off a number of times over a set time period.
6089,Inverter 2 Short Cycle - Event Control
6090,Enable/disable the activation of the [Inverter 2 Short Cycle] event. If set to 'disabled', the event will not be annunciated. This implies that the event will not be placed in any active event list or in any event history list.
6091,Inverter 2 Short Cycle - Event Type
6092,The event type for the [Inverter 2 Short Cycle] event.
6093,Supply Air Temperature
6094,Air temperature measured at the outlet of the unit.
6095,Return Air Temperature
6096,Air temperature measured at the inlet of the unit.
6097,Return Dew Point
6098,Dew point temperature measured at the inlet of the unit.
6099,Remote Sensor Minimum Temperature
6100,Minimum value of remote sensor temperature measurements.
6101,Remote Sensor Maximum Temperature
6102,Maximum value of remote sensor temperature measurements.
6103,Remote Sensor Average Temperature
6104,Average value of remote sensor temperature measurements.
6105,Air Temperature Set Point
6106,Desired air temperature.
6107,Cooling Proportional Band
6108,Temperature control band above [Air Temperature Set Point]. If measured air temperature is within this band, cooling operations are proportionally controlled.
6109,Heating Proportional Band
6110,Temperature control band below [Air Temperature Set Point]. If measured air temperature is within this band, heating operations are proportionally controlled.
6111,Air Temperature Dead Band
6112,Value that is divided evenly to form a temperature range above and below [Air Temperature Set Point]. If measured air temperature is within this range, no heating or cooling will occur.
6113,Air Temperature Control Sensor
6114,Sensor from which air temperature measurements will be used for cooling and heating control.
6115,Supply
6116,Remote
6117,Return
6118,Remote Sensor Temperature Calculation
6119,Calculation method applied to temperature readings from the remote sensors to determine a single temperature measurement value for cooling and heating control.
6120,Average
6121,Maximum
6122,Supply Air Over Temp Threshold
6123,Threshold value used in the [Supply Air Over Temperature] event.
6124,Supply Air Over Temperature
6125,[Supply Air Temperature] has exceeded [Supply Air Over Temp Threshold].
6126,Supply Air Over Temperature - Event Control
6127,Enable/disable the activation of the [Supply Air Over Temperature] event. If set to 'disabled', the event will not be annunciated. This implies that the event will not be placed in any active event list or in any event history list.
6128,Supply Air Over Temperature - Event Type
6129,The event type for the [Supply Air Over Temperature] event.
6130,Supply Air Under Temp Threshold
6131,Threshold value used in the [Supply Air Under Temperature] event.
6132,Supply Air Under Temperature
6133,[Supply Air Temperature] has dropped below [Supply Air Under Temp Threshold].
6134,Supply Air Under Temperature - Event Control
6135,Enable/disable the activation of the [Supply Air Under Temperature] event. If set to 'disabled', the event will not be annunciated. This implies that the event will not be placed in any active event list or in any event history list.
6136,Supply Air Under Temperature - Event Type
6137,The event type for the [Supply Air Under Temperature] event.
6138,Return Air Over Temp Threshold
6139,Threshold value used in the [Return Air Over Temperature] event.
6140,Return Air Over Temperature
6141,[Return Air Temperature] has exceeded [Return Air Over Temp Threshold].
6142,Return Air Over Temp - Event Control
6143,Enable/disable the activation of the [Return Air Over Temperature] event. If set to 'disabled', the event will not be annunciated. This implies that the event will not be placed in any active event list or in any event history list.
6144,Return Air Over Temp - Event Type
6145,The event type for the [Return Air Over Temperature] event.
6146,Supply Air Sensor Issue
6147,The air sensor at the outlet of the unit is disconnected or the signal is out of range.
6148,Supply Humidity
6149,Relative humidity at the outlet of the unit.
6150,Return Humidity
6151,Relative humidity measured at the inlet of the unit.
6152,Humidity Set Point
6153,Desired relative humidity.
6154,Humidification Proportional Band
6155,Humidity control band below [Humidity Set Point]. If measured humidity is within this band, humidification operations are proportionally controlled.
6156,Dehumidification Proportional Band
6157,Humidity control band above [Humidity Set Point]. If measured humidity is within this band, dehumidification operations are proportionally controlled.
6158,Humidity Dead Band
6159,Value that is divided evenly to form a range above and below [Humidity Set Point]. If measured humidity is within this range, no humidification or dehumidification will occur.
6160,High Return Humidity Threshold
6161,Threshold value used in the [High Return Humidity] event.
6162,High Return Humidity
6163,[Return Humidity] has exceeded [High Return Humidity Threshold].
6164,Low Return Humidity Threshold
6165,Threshold value used in the [Low Return Humidity] event.
6166,Low Return Humidity
6167,[Return Humidity] has dropped below [Low Return Humidity Threshold].
6168,Humidifier Hours Exceeded
6169,Operating hours for the humidifier have exceeded the threshold.
6170,Dehumidifier Hours Exceeded
6171,Operating hours for the dehumidifier have exceeded the threshold.
6172,Humidifier Under Current
6173,The electrical current to the humidifier has dropped below its lower threshold.
6174,Humidifier Over Current
6175,The electrical current to the humidifier has exceeded its upper threshold.
6176,Humidifier Low Water
6177,The water level in the humidifier has dropped below its threshold.
6178,Humidifier Cylinder Worn
6179,Humidifier cylinder is not operating properly and needs to be replaced.
6180,Humidifier Issue
6181,Humidifier issue detected, causing it to be locked out.
6182,Ext Humidifier Lockout
6183,The humidifier is shut down and disabled by an external input signal.
6184,Humidifier Control Board Not Detected
6185,Humidifier control board is required to be connected, but no signal is detected.
6186,Return Humidity Out Of Proportional Band
6187,[Return Humidity] has exceeded the upper limit of [Dehumidification Proportional Band], or has dropped below the lower limit of [Humidification Proportional Band] ], for an extended period of time.
6188,Fan Control Mode
6189,Fan control mode.
6190,Fan Speed Proportional Band
6191,Temperature control band above the temperature set point calculated for proportional fan speed control. If measured air temperature is within this band, fan speed operations are proportionally controlled.
6192,Fan Speed Manual Set Point
6193,Manual fan speed.
6194,Fan Speed Maximum Set Point
6195,Maximum fan speed.
6196,Fan Speed Minimum Set Point
6197,Minimum fan speed.
6198,Fan Control Sensor
6199,Sensor from which air temperature measurements will be used for fan speed control.
6200,Loss of Air Flow
6201,No air flow through the unit due to failure of all fans.
6202,Fan Hours Exceeded
6203,Operating hours for the unit blower fan have exceeded the threshold.
6204,Top Fan Issue
6205,The top fan is not operating within its normal parameters.
6206,Bottom Fan Issue
6207,The bottom fan is not operating within its normal parameters.
6208,Remote Sensor Name
6209,Name assigned to remote sensor.
6210,Remote Sensor Function
6211,Function assigned to remote sensor.
6212,Disable
6213,Reference
6214,Control
6215,Remote Sensor Temperature
6216,Air temperature as measured by remote sensor.
6217,Remote Sensor Issue
6218,Remote sensor is disconnected or the signal is out of range.
6219,Compressor 1 High Head Pressure
6220,Compressor 1 high head pressure.
6221,Compressor 1 Low Suction Pressure
6222,Compressor 1 low suction pressure.
6223,Compressor 1 Hours Exceeded
6224,Operating hours for compressor 1 have exceeded the threshold.
6225,Dig Scroll Comp 1 Temp Sensor Issue
6226,Digital scroll compressor 1 temperature sensor is disconnected or the signal is out of range.
6227,Dig Scroll Comp 1 Over Temp
6228,Digital scroll compressor 1 shut off because its head temperature has exceeded the upper threshold.
6229,Compressor 1 Low Pressure Transducer Issue
6230,Compressor 1 low pressure transducer is disconnected or the signal is out of range.
6231,Ext Compressor Lockout
6232,The compressor is shut down and disabled by an external input signal.
6233,Reheater Over Temperature
6234,The temperature of the reheater has exceeded its threshold.
6235,Electric Reheater 1 Hours Exceeded
6236,Operating hours for electric reheater 1 have exceeded the threshold.
6237,Ext Reheat Lockout
6238,The reheater is shut down and disabled by an external input signal.
6239,Condenser 1 Issue
6240,Condenser 1 is not operating within its normal parameters.
6241,Condenser VFD Issue
6242,The condenser fan Variable Frequency Drive is offline.
6243,Condenser TVSS Issue
6244,The condenser Transient Voltage Surge Suppressor device has failed.
6245,System Operating State Reason
6246,The reason the system is in the current operating state.
6247,Reason Unknown
6248,Network Display
6249,Alarm
6250,Schedule
6251,Remote System
6252,External Input
6253,Local Display
6254,BMS Timeout Period
6255,Timeframe within which the Building Management System (or external monitoring system) must communicate with the system to avoid a timeout.
6256,Operating Efficiency
6257,The ratio of cooling energy provided to the amount of total energy being used.
6258,Fan Speed
